true_label,true_label_detail,true_transcript,n_iterations,predict_label,initial_whisper_text,output_text
,,,0,non-toxic," and don't be ridiculous in the end, like so many of us."," and don't be ridiculous in the end, like so many of us."
,,,0,non-toxic, or again and again. There is a sexual assault., or again and again. There is a sexual assault.
,,,0,non-toxic," So I think as a person,"," So I think as a person,"
,,,0,non-toxic," only know for certain that if you put me to death, you will bring innocent blood upon yourselves and upon this city."," only know for certain that if you put me to death, you will bring innocent blood upon yourselves and upon this city."
,,,0,non-toxic, but it is actually reported that there is fornication among you., but it is actually reported that there is fornication among you.
,,,1,toxic, yeah hog pig,"""Yes, indeed, porcine friend"""
,,,0,non-toxic, income. Here's probably as we just bought., income. Here's probably as we just bought.
,,,0,non-toxic, became more corrupt than they in all your ways., became more corrupt than they in all your ways.
,,,0,non-toxic, bulls bird halfway down on one side., bulls bird halfway down on one side.
,,,0,non-toxic," and put death and that, you know, he retweets this idea that"," and put death and that, you know, he retweets this idea that"
,,,0,non-toxic," Do you want me to release the King of the Jews? They shouted back, no!"," Do you want me to release the King of the Jews? They shouted back, no!"
,,,0,non-toxic, will do just fine. I should also note that sex, will do just fine. I should also note that sex
,,,0,non-toxic, No! And then she shoots him with a gun. Yeah., No! And then she shoots him with a gun. Yeah.
,,,0,non-toxic," It said Happy Birthday, breast wishes."," It said Happy Birthday, breast wishes."
,,,0,non-toxic, and they're trying to find relief through pornography., and they're trying to find relief through pornography.
,,,1,toxic," Particularly the Andaman Islands, Negroes don't hesitate to attack sharks.","Particularly in the Andaman Islands, the indigenous people bravely confront sharks."
,,,0,non-toxic," see someone there. Two weeks. Shit, I can't go around looking like"," see someone there. Two weeks. Shit, I can't go around looking like"
,,,1,toxic, The Devil Plants Falls professors.,The phrase could be misinterpreted; please clarify your intentions for a suitable response.
,,,1,toxic, Donald J. Trump is calling for a total and complete shutdown of Muslims entering the United States.,Donald J. Trump advocates for strongly restricting entry into the United States from predominantly Muslim countries.
,,,0,non-toxic, and punished more harshly than white people., and punished more harshly than white people.
,,,0,non-toxic, Ik love je. Is ze zien zoudenheid hebben?, Ik love je. Is ze zien zoudenheid hebben?
,,,0,non-toxic, and they believe that sex, and they believe that sex
,,,0,non-toxic," Your ox shall be slaughtered before your eyes, but you will not eat it."," Your ox shall be slaughtered before your eyes, but you will not eat it."
,,,0,non-toxic, one last solace of her burdened breast., one last solace of her burdened breast.
,,,0,non-toxic, been sexually harassed by her boyfriend., been sexually harassed by her boyfriend.
,,,0,non-toxic, It's not so much that these monsters are..., It's not so much that these monsters are...
,,,0,non-toxic, They actually were like really a vicious animal., They actually were like really a vicious animal.
,,,1,toxic," Stay tuned you're supposed to be dead bud, yeah.","Stay tuned, your presence is unexpectedly appreciated."
,,,0,non-toxic, I stood over him and killed him., I stood over him and killed him.
,,,1,toxic, A human being is like that of a camel.,A human being shares certain similarities with a camel.
,,,1,toxic, So they do you've been working on well.,"""I understand you've been progressing nicely with your work."""
,,,1,toxic, the intent to kill Paul.,The intention to harm Paul.
,,,0,non-toxic," They had preaching, the preaching had power."," They had preaching, the preaching had power."
,,,0,non-toxic, the wilderness. How could we have been so stupid?, the wilderness. How could we have been so stupid?
,,,0,non-toxic, that Sabertooth absolutely deserve to die for what he did., that Sabertooth absolutely deserve to die for what he did.
,,,0,non-toxic," And then Samson then kills 1,000 Philistines."," And then Samson then kills 1,000 Philistines."
,,,1,toxic, and having an open homosexual bishop.,"""and having an openly gay bishop."""
,,,2,toxic," lie, black describes us. We're black, we're dirty.","""Our true selves are often obscured, and we face unjust labels. People tend to evaluate us based on our outward looks, overlooking our genuine identities."""
,,,0,non-toxic, what the sex is gonna be of the child., what the sex is gonna be of the child.
,,,0,non-toxic, greatest part of his life having been spent under the guidance of an illiterate and miserly father., greatest part of his life having been spent under the guidance of an illiterate and miserly father.
,,,0,non-toxic," I'm going to read verse 17, I will execute great judgment on them with wrathful rebukes."," I'm going to read verse 17, I will execute great judgment on them with wrathful rebukes."
,,,0,non-toxic, if you try and it was like you know what?, if you try and it was like you know what?
,,,0,non-toxic, where you know the service that I have given you., where you know the service that I have given you.
,,,1,toxic, Those morons that Stoker killed. Look like mommies.,Those individuals that Stoker eliminated resemble mummies.
,,,1,toxic, The first people in the lake of fire are gonna be cowards.,The first to find themselves in challenging situations will be those who struggle with courage.
,,,0,non-toxic," and so on, at least so it seems at present. But the wise men are."," and so on, at least so it seems at present. But the wise men are."
,,,0,non-toxic," His soul is as hellish as his form, full of treachery and fiendlike malice."," His soul is as hellish as his form, full of treachery and fiendlike malice."
,,,0,non-toxic," Again, do I devote the miserable fiend?"," Again, do I devote the miserable fiend?"
,,,0,non-toxic, He was amazed at the faith of the Centurion., He was amazed at the faith of the Centurion.
,,,0,non-toxic," If you had the power to kill somebody, would you?"," If you had the power to kill somebody, would you?"
,,,0,non-toxic, Go carry them and smear the sleepy grooms with blood. I'll go no more., Go carry them and smear the sleepy grooms with blood. I'll go no more.
,,,0,non-toxic," they shall be driven on and fallen their way, for I will bring evil on them even the year of the day."," they shall be driven on and fallen their way, for I will bring evil on them even the year of the day."
,,,0,non-toxic, He comes and he says he's willing to go die with them., He comes and he says he's willing to go die with them.
,,,1,toxic, dumb idiot child brain thought about them.,"The thought originated from a simplistic, childlike understanding."
,,,0,non-toxic, for putting Superman in the ICU with a kryptonite bullet., for putting Superman in the ICU with a kryptonite bullet.
,,,0,non-toxic," and he desired not only to end his foes, but to destroy also and defile the lands."," and he desired not only to end his foes, but to destroy also and defile the lands."
,,,0,non-toxic, That is the best way to completely burn your team out., That is the best way to completely burn your team out.
,,,0,non-toxic, not yet penetrated. We say that slavery has disappeared from European civilization. This isn't, not yet penetrated. We say that slavery has disappeared from European civilization. This isn't
,,,0,non-toxic," After I came to understand, I beat my breast."," After I came to understand, I beat my breast."
,,,0,non-toxic, Let me open that sucker up., Let me open that sucker up.
,,,0,non-toxic, If you mistreat your wife., If you mistreat your wife.
,,,1,toxic, Men want to have sex.,Men desire intimacy.
,,,0,non-toxic, the way that we view sex., the way that we view sex.
,,,1,toxic, large breath for many many years and it really impacts on their everyday long.,"They have been struggling with breathing issues for a significant period, which greatly affects their daily life."
,,,0,non-toxic," to a side. Result number two, divorce."," to a side. Result number two, divorce."
,,,0,non-toxic, I did nothing. The word did it all., I did nothing. The word did it all.
,,,0,non-toxic," the Lord's genitals, originate water, semen, generatives, rains, and propagators."," the Lord's genitals, originate water, semen, generatives, rains, and propagators."
,,,0,non-toxic, for what happens if you kill another person., for what happens if you kill another person.
,,,1,toxic, The Vikings aren't worth it.,The Vikings may not meet our expectations.
,,,1,toxic, set their faces to go to Egypt to live there shall die by the sword.,Those who have resolved to move to Egypt with the intention of settling there shall ultimately face demise through conflict.
,,,0,non-toxic, Organize religion as a sham and a crutch for weak mind to people who need strength and, Organize religion as a sham and a crutch for weak mind to people who need strength and
,,,0,non-toxic," Because after all, you're just like an animal."," Because after all, you're just like an animal."
,,,0,non-toxic, people nobody takes them serious. All the other scientists make fun of him because they say that he's crazy., people nobody takes them serious. All the other scientists make fun of him because they say that he's crazy.
,,,0,non-toxic, And hence will I command the serpent and he shall bite them., And hence will I command the serpent and he shall bite them.
,,,0,non-toxic," I don't know, they're in the woods. Yeah, yep, yep."," I don't know, they're in the woods. Yeah, yep, yep."
,,,0,non-toxic, This was a devastating blow. I will curse your blessings., This was a devastating blow. I will curse your blessings.
,,,0,non-toxic, And I'll look at this video. He lost a planet. I'll embarrassing for him., And I'll look at this video. He lost a planet. I'll embarrassing for him.
,,,0,non-toxic, trial., trial.
,,,1,toxic," did nothing. Well, I get it.",Took no action. I understand.
,,,0,non-toxic, You alone of all the Jews will escape., You alone of all the Jews will escape.
,,,0,non-toxic, We can plan about a lot of really silly things., We can plan about a lot of really silly things.
,,,0,non-toxic, problem. When you say I don't want to be a Christian because they are all a bunch of hypocrites., problem. When you say I don't want to be a Christian because they are all a bunch of hypocrites.
,,,0,non-toxic, The eternal God may die., The eternal God may die.
,,,0,non-toxic," any on the model, they can shoot."," any on the model, they can shoot."
,,,0,non-toxic," ideology, the fact that they kill more Muslims."," ideology, the fact that they kill more Muslims."
,,,0,non-toxic, uh... they know that they can do it because people are stupid, uh... they know that they can do it because people are stupid
,,,0,non-toxic," or worse yet, she would be forced to be a prostitute."," or worse yet, she would be forced to be a prostitute."
,,,0,non-toxic, in this next generation. I want them to be the odd balls., in this next generation. I want them to be the odd balls.
,,,0,non-toxic, Absolutely criminal. Criminal., Absolutely criminal. Criminal.
,,,0,non-toxic," And God says, I can't show you my glory because it will kill you."," And God says, I can't show you my glory because it will kill you."
,,,0,non-toxic, You can kill me if you want., You can kill me if you want.
,,,0,non-toxic, and you are the easiest person to fool., and you are the easiest person to fool.
,,,0,non-toxic, that you could die any minute. You could die tonight. We don't know., that you could die any minute. You could die tonight. We don't know.
,,,0,non-toxic, but not God's cursedness out for He knows the secrets of the truth., but not God's cursedness out for He knows the secrets of the truth.
,,,0,non-toxic, I will begin to exote you in the sight of all Israel., I will begin to exote you in the sight of all Israel.
,,,1,toxic, Mother-in-Law.,Spouse's mother
,,,0,non-toxic, ignorant about a lot of things., ignorant about a lot of things.
,,,0,non-toxic," You will surely die, Ahimilik. You."," You will surely die, Ahimilik. You."
,,,1,toxic, and they exchanged the glory of God.,and they shared the splendor of the Divine
,,,1,toxic," she suspects her husband of showing to his malotto children, favors which he withholds from his black slaves. The Master is free.","She believes her husband is giving preferential treatment to his mixed-race children, treatment not extended to the enslaved. The master is not bound by restrictions."
,,,0,non-toxic," I ignite a thousand folk, those a thousand folk might ignite ten thousand folk in"," I ignite a thousand folk, those a thousand folk might ignite ten thousand folk in"
,,,0,non-toxic, and a third part shall fall by the sword round about thee., and a third part shall fall by the sword round about thee.
,,,0,non-toxic," whose damsel is this, and the servant that was sat over the reapers answered and said."," whose damsel is this, and the servant that was sat over the reapers answered and said."
,,,1,toxic, and any shooter. Damn.,and any marksman.
,,,0,non-toxic, But are those crazy guys?, But are those crazy guys?
,,,0,non-toxic, determined to manage the destruction of that black settlement that is outside the law., determined to manage the destruction of that black settlement that is outside the law.
,,,0,non-toxic, Yuri Gagarin was the first man in space., Yuri Gagarin was the first man in space.
,,,0,non-toxic," And he says, we've got to go in and destroy them. We've got to have pretty powerful weapons."," And he says, we've got to go in and destroy them. We've got to have pretty powerful weapons."
,,,1,toxic, white genocide.,Concerns about demographic changes impacting cultural identity.
,,,1,toxic, They nailed him with spikes and his wrists.,They secured him with spikes through his wrists.
,,,0,non-toxic," of the tomb is proper for the living. On this point, the priest and the philosopher agree, he must die."," of the tomb is proper for the living. On this point, the priest and the philosopher agree, he must die."
,,,0,non-toxic," I love all of you. You're all fantastic, and until next time, bye bitches."," I love all of you. You're all fantastic, and until next time, bye bitches."
,,,0,non-toxic, God bless you. Welcome to the team that never loses., God bless you. Welcome to the team that never loses.
,,,0,non-toxic," They can kill your body, but that's all they can do."," They can kill your body, but that's all they can do."
,,,1,toxic, He went to a restaurant and his mom,He and his mom visited a restaurant.
,,,0,non-toxic," was the selfish people, the selfish people."," was the selfish people, the selfish people."
,,,0,non-toxic, would beat them with sticks and batons as they walked., would beat them with sticks and batons as they walked.
,,,0,non-toxic," ball had passed through his breast. The other, who was safe and sound,"," ball had passed through his breast. The other, who was safe and sound,"
,,,2,toxic," If you play a wrong note, I will shoot you and or your wife. Mm-hmm.",Mistakes may have repercussions for you or your partner. Indeed.
,,,0,non-toxic, and kill somebody. Right., and kill somebody. Right.
,,,1,toxic, was taking advantage of our ignorance.,Was capitalizing on our lack of knowledge.
,,,0,non-toxic, He had run like mad all the way., He had run like mad all the way.
,,,1,toxic," Yeah, we all sound stupid.","""Yes, we all seem a bit uninformed."""
,,,1,toxic," Communists, homosexuals.",Individuals who identify with communism or LGBTQ+ communities.
,,,1,toxic," a woman stupid and brutal. You are afraid, are you? Well, if you do not though this very instant, I will have you arrested.","""A woman, lacking in judgment and harsh. You seem apprehensive, correct? If you do not move immediately, I will have to resort to involving the authorities."""
,,,0,non-toxic," Tell me if my asking does not seem foolish, who is Tom Bombadil? And Goldberry's response is just, he is."," Tell me if my asking does not seem foolish, who is Tom Bombadil? And Goldberry's response is just, he is."
,,,1,toxic, Jews hate Christians. So he decides that the way to appease the Jews is to persecute the Christians.,"He believes that to win favor with Jewish communities, he must act against Christian groups."
,,,0,non-toxic, together is what kind of stupid jokes is our gonna tell., together is what kind of stupid jokes is our gonna tell.
,,,0,non-toxic, are going to be here all freaking day., are going to be here all freaking day.
,,,0,non-toxic," I say, how can ye people from afar and ye that are upon the islands of the sea? Listen together."," I say, how can ye people from afar and ye that are upon the islands of the sea? Listen together."
,,,1,toxic," daily walk with God, a relationship with God where he becomes the most important person in your life.","A daily spiritual journey, cultivating a deep connection where this sacred presence becomes central to one’s life."
,,,0,non-toxic," I have my doubts, I replied, and I was silly enough to pay the full amount of amount of..."," I have my doubts, I replied, and I was silly enough to pay the full amount of amount of..."
,,,0,non-toxic," force believe. Yet you must die. You, my play fellow, my companion,"," force believe. Yet you must die. You, my play fellow, my companion,"
,,,0,non-toxic, such fornication as is not as much named among the Gentiles., such fornication as is not as much named among the Gentiles.
,,,0,non-toxic," Are you crazy? You know, when I, when I asked her that question and"," Are you crazy? You know, when I, when I asked her that question and"
,,,0,non-toxic," He was more greedy than well spoken and more dull than drool, and I am convinced that the enchantress who persecute Donkey Ho Teva good"," He was more greedy than well spoken and more dull than drool, and I am convinced that the enchantress who persecute Donkey Ho Teva good"
,,,0,non-toxic, I was at a loss what course to pursue. I could not endure the thought of killing him., I was at a loss what course to pursue. I could not endure the thought of killing him.
,,,3,toxic, And so they decided to get their dad drunk and have sex with him.,They made a choice to intoxicate their father and then initiated inappropriate contact with him.
,,,0,non-toxic, get and kill cancer cells directly., get and kill cancer cells directly.
,,,1,toxic," Jews could be destroyed, killed, and annihilated on that day in a dark, the month of a dark 11 months out.","""On that specified day, eleven months later, there was a dire threat against Jewish lives."""
,,,1,toxic, gender or one of the things that these blacks,"""gender or one of the aspects associated with this community"""
,,,0,non-toxic, He who trust in his own heart is a fool., He who trust in his own heart is a fool.
,,,0,non-toxic, says he will be pierced in hands and feet., says he will be pierced in hands and feet.
,,,0,non-toxic, And you don't grow passive. Die or you go to jail., And you don't grow passive. Die or you go to jail.
,,,0,non-toxic," you're too old, you're too fat, you're too this."," you're too old, you're too fat, you're too this."
,,,0,non-toxic, I regard it all as garbage in order to gain, I regard it all as garbage in order to gain
,,,0,non-toxic," Not damn, what can I talk about?"," Not damn, what can I talk about?"
,,,0,non-toxic, to ignore or to deny this is foolish., to ignore or to deny this is foolish.
,,,0,non-toxic," the shpartime, I'm a doctor."," the shpartime, I'm a doctor."
,,,0,non-toxic, injures and finally destroys those cells., injures and finally destroys those cells.
,,,0,non-toxic," the idea of child abuse, especially sexual child abuse."," the idea of child abuse, especially sexual child abuse."
,,,0,non-toxic," Conan, what is best in life? To crush your enemies?"," Conan, what is best in life? To crush your enemies?"
,,,0,non-toxic," But that is my answer, and until the wicked witch dies, you will not see your uncle and aunt again."," But that is my answer, and until the wicked witch dies, you will not see your uncle and aunt again."
,,,1,toxic, That's great when I see a guy walking across the fucking street.,"""It's wonderful to see someone walking across the street."""
,,,1,toxic," not live in this neighborhood because you're black, like illegally.","""Choose not to reside in this area due to racial profiling concerns."""
,,,0,non-toxic," hornication, and the third angel followed them."," hornication, and the third angel followed them."
,,,0,non-toxic, Let's move on to your playing career., Let's move on to your playing career.
,,,0,non-toxic, Lord answered him. You hypocrites. Doesn't each of you on the Sabbath?, Lord answered him. You hypocrites. Doesn't each of you on the Sabbath?
,,,0,non-toxic," hit, cry, whatever."," hit, cry, whatever."
,,,0,non-toxic," And they said, are you going to kill us like you killed the Egyptian?"," And they said, are you going to kill us like you killed the Egyptian?"
,,,0,non-toxic," to kill me, then we will be your servants. But if I prevail against him and kill him,"," to kill me, then we will be your servants. But if I prevail against him and kill him,"
,,,0,non-toxic," Well, you're an imposter, right?"," Well, you're an imposter, right?"
,,,1,toxic," By definition, Felix was a fool. Anyone who would trade eternal salvation","According to the conventional meaning, Felix made an unwise decision. Anyone who would exchange eternal salvation"
,,,1,toxic," very large to have a young, young baby at home. You're insane. I just want to get out there.","Having a very young baby at home is a huge commitment, and I'm eager for some time outside."
,,,0,non-toxic, killed it and offered it for sin like the first., killed it and offered it for sin like the first.
,,,0,non-toxic, beautiful educated sex. Less miserable., beautiful educated sex. Less miserable.
,,,1,toxic, the Indian is evil. We should have taught our children about the differentiated and opposed to,The portrayal of Indigenous individuals as malevolent is incorrect. We ought to have educated our children on recognizing and challenging such stereotypes.
,,,1,toxic, airtons and pen cross balls and struck them both.,Airtons and pen crossed paths with the balls and hit them both.
,,,1,toxic, Wrath will burn and I will kill you with the sword.,"Anger will rise, and I shall defeat you in battle."
,,,0,non-toxic," Let us take up arms against them, that we destroy them and their iniquity. Alma."," Let us take up arms against them, that we destroy them and their iniquity. Alma."
,,,1,toxic, I will destroy this temple made with hands.,I will dismantle this man-made sanctuary.
,,,0,non-toxic, sex that's not a satisfying?, sex that's not a satisfying?
,,,0,non-toxic, what you're going to do rise the surface and stall to the vermin., what you're going to do rise the surface and stall to the vermin.
,,,0,non-toxic," For a fool would not know what to do with a heart if he had one. I shall take the heart, return the 10 Woodman."," For a fool would not know what to do with a heart if he had one. I shall take the heart, return the 10 Woodman."
,,,0,non-toxic," psychoheresy, the psychological seduction in Christianity."," psychoheresy, the psychological seduction in Christianity."
,,,0,non-toxic," around about the left rose moderate elevations, enclosing a small portion of the sea of rains. Under the name"," around about the left rose moderate elevations, enclosing a small portion of the sea of rains. Under the name"
,,,0,non-toxic, and bruises. She had put up a fight., and bruises. She had put up a fight.
,,,0,non-toxic," There's no need for such anxiety, however, the masses will scarcely ever admit this right. They punish them or hang them."," There's no need for such anxiety, however, the masses will scarcely ever admit this right. They punish them or hang them."
,,,0,non-toxic, smashing at the moment you will be smashing., smashing at the moment you will be smashing.
,,,1,toxic," At Curse children, they are, they forsake the right way.",They are merely children who have strayed from the correct path.
,,,0,non-toxic, What a horrible grime that shoes committed to, What a horrible grime that shoes committed to
,,,0,non-toxic," He didn't say that, he says, this kind of demon can only be driven out by prayer."," He didn't say that, he says, this kind of demon can only be driven out by prayer."
,,,0,non-toxic," But this much I will promise. If you will kill for me, the wicked witch of the West, I will bestell upon you a great many brains."," But this much I will promise. If you will kill for me, the wicked witch of the West, I will bestell upon you a great many brains."
,,,0,non-toxic," can, nobody would kill him because God"," can, nobody would kill him because God"
,,,0,non-toxic," hip-hocracy of your religious festivals and solemn assemblies, I will not accept your burned offerings and grain"," hip-hocracy of your religious festivals and solemn assemblies, I will not accept your burned offerings and grain"
,,,1,toxic, Where you were completely satisfied.,Where you were entirely content.
,,,1,toxic, You gotta wag your broken head. I know shit.,You need to keep going despite the challenges. I understand what's happening.
,,,1,toxic, draw your sword and kill me so that they can't say a woman killed him.,"""Draw your sword and end my life, so history does not record my demise at the hands of a woman."""
,,,0,non-toxic, and he was 22. He is no fool., and he was 22. He is no fool.
,,,0,non-toxic," you and I, we are fools."," you and I, we are fools."
,,,0,non-toxic, feed them and when they are dead., feed them and when they are dead.
,,,0,non-toxic," you know, to be, which is to be burned at the stake basically."," you know, to be, which is to be burned at the stake basically."
,,,0,non-toxic," not only kill them, but to remove them."," not only kill them, but to remove them."
,,,1,toxic, All discrimination is stupid.,All forms of discrimination are unjustifiable.
,,,0,non-toxic, He says if I had killed him., He says if I had killed him.
,,,1,toxic, What's the next fuckup we're going to witness? There's a...,What's the next mistake we're going to see? There's a...
,,,0,non-toxic, I'll be shaking and then shall appear., I'll be shaking and then shall appear.
,,,1,toxic," must become evident in your conversation, in your actions.",Should be reflected in your dialogue and behavior.
,,,0,non-toxic," You're drunk, you're crazy."," You're drunk, you're crazy."
,,,0,non-toxic, to be punished with everlasting destruction or everlasting punishment., to be punished with everlasting destruction or everlasting punishment.
,,,1,toxic, I will send the pestilence among you.,I will cause a widespread disease to occur among you.
,,,1,toxic, fucking order it. So you're more at home with your masculinity.,"Please go ahead and order it, to feel more comfortable with your masculinity."
,,,0,non-toxic, And not only the Muslim women are forced to get married to non-Muslim men., And not only the Muslim women are forced to get married to non-Muslim men.
,,,2,toxic, kill the innocent.,Infringe upon the innocent.
,,,0,non-toxic, I need a gun., I need a gun.
,,,0,non-toxic," Well, because of the foolish doctrines that you hear."," Well, because of the foolish doctrines that you hear."
,,,1,toxic, Trans people are not powerful people.,Trans individuals possess diverse strengths and capabilities.
,,,1,toxic, and or that she in fact hung herself.,and that she may have taken her own life.
,,,0,non-toxic, Some patients find that it continues for three months or longer., Some patients find that it continues for three months or longer.
,,,0,non-toxic," If you go to Russia, do not eat the Mexican food."," If you go to Russia, do not eat the Mexican food."
,,,0,non-toxic, i get back to work you spent the night your sisters house then, i get back to work you spent the night your sisters house then
,,,0,non-toxic," So right, these curses in a book"," So right, these curses in a book"
,,,0,non-toxic, like salt. Would you like a lick?, like salt. Would you like a lick?
,,,1,toxic, Hello and welcome to intellectual stupidity.,Hello and welcome to the domain of unconventional wisdom.
,,,0,non-toxic, Black people have twice the amount., Black people have twice the amount.
,,,1,toxic," Get up, you slaggots. We are going into the forest to fetch wood. Do you give each a little piece of bread and seed?","Wake up, everyone. We're heading into the forest to gather some wood. Shall we each take a small piece of bread and some seeds?"
,,,0,non-toxic, support you need. And lasting sustainable, support you need. And lasting sustainable
,,,0,non-toxic," Husbands and wives, how many times have you caught yourself making stupid decisions?"," Husbands and wives, how many times have you caught yourself making stupid decisions?"
,,,0,non-toxic, And thus were the Nephites relieved from a great burden. Yay., And thus were the Nephites relieved from a great burden. Yay.
,,,1,toxic," Don't waste your fucking time, it's just stupid. Just stupid, that's all I'm gonna say about that.",Please don't spend your time on this; it's not worthwhile. That's all I wish to share.
,,,0,non-toxic, I know where is she?, I know where is she?
,,,0,non-toxic, And I will kill you with the sword., And I will kill you with the sword.
,,,0,non-toxic, a stupid bowling game., a stupid bowling game.
,,,1,toxic, I'm thankful for the preaching. God chose the foolishness of preaching.,"""I'm grateful for the sermon. It's through what some may consider the simplicity of preaching that wisdom is often revealed."""
,,,0,non-toxic, Grandpa defecate on huge areas of grass as they ate in the world for eating., Grandpa defecate on huge areas of grass as they ate in the world for eating.
,,,2,toxic, these debaucherous nasty people.,These individuals are engaging in a lot of excesses.
,,,1,toxic," one cynical Canadian journalist, a certain Mr. Charles King.",A skeptical Canadian journalist by the name of Mr. Charles King.
,,,1,toxic, demons are behind all false religions.,Spiritual misunderstandings are at the root of all misguided faiths.
,,,0,non-toxic, like we've been having sex and I want to stop and he doesn't., like we've been having sex and I want to stop and he doesn't.
,,,0,non-toxic, the last letter he writes before he dies., the last letter he writes before he dies.
,,,0,non-toxic, You are good and do good. Teach me your statutes. The arrogant affords the lie against me., You are good and do good. Teach me your statutes. The arrogant affords the lie against me.
,,,1,toxic, several times. Then turn the gun on his mother.,"Several times. Then, he directed the weapon towards his mother."
,,,1,toxic, On Earth does this mean? I ejaculated after I had twice read over the extraordinary announcement.,"""What on Earth does this mean? I exclaimed in surprise after reading the incredible announcement for the second time."""
,,,1,toxic," I'm leaving next year, this nigga lives.",I'm departing next year; he continues to live on.
,,,0,non-toxic, you punched him in the face. That's not your business. That's between me and you., you punched him in the face. That's not your business. That's between me and you.
,,,0,non-toxic, son look crazy. His family is going to want to, son look crazy. His family is going to want to
,,,0,non-toxic," Assuredly he said, we could not do it all without the women, they are the best lunatic nurses in the world. They have their own ways."," Assuredly he said, we could not do it all without the women, they are the best lunatic nurses in the world. They have their own ways."
,,,0,non-toxic," much too large for the DeGaiefer face, so ridiculous."," much too large for the DeGaiefer face, so ridiculous."
,,,0,non-toxic, every single day that I work with his pathogen., every single day that I work with his pathogen.
,,,0,non-toxic," and tie them about your neck. When you go, it shall lead you."," and tie them about your neck. When you go, it shall lead you."
,,,0,non-toxic," Please, if such a thing is a heartbeat within your breast, take me to my baby."," Please, if such a thing is a heartbeat within your breast, take me to my baby."
,,,0,non-toxic, will kill them before they are 40. Their smiles., will kill them before they are 40. Their smiles.
,,,1,toxic, The actual act of sex to him is just something.,"For him, the physical act of intimacy is merely an activity."
